"text","concept","organization","pred_concept","concept_predprob","pred_organization"
" The Bill will increase the baseline set of rights for employees with parental responsibilities, enabling more working parents to get on at work and achieve a better work-life balance, whether they are raising children or looking after a loved one with a long-term health condition. ","RELATE","Conservative Party","RELATE","1.0000","Conservative Party"
"Businesses will gain too, where this boosts workforce participation and helps employers to fill vacancies. ","ECONOMIC","Labour Party","ECONOMIC","1.0000","UK Government"
"These amendments will ensure that these provisions work as intended.","REPLIC","Labour Party","ENFORCE","0.9138","Labour Party"
"This is to ensure that the regulations can clearly set out details as part of defining the circumstances in which a pregnant woman can still be fairly dismissed.","COMPL","Labour Party","COMPL","1.0000","Labour Party"
"In our “Plan to Make Work Pay”, we committed to establishing a fair earnings replacement for lower earners.","ADEQ","Labour Party","ADEQ","1.0000","Labour Party"
" After carefully considering the responses, the Government believe that an 80% rate strikes the right balance between providing financial security to employers that need it, including retaining an incentive to return to work when appropriate, while limiting additional cost to businesses.","BALANC","Labour Party","BALANC","1.0000","Labour Party"
"The Minister may correct me, but I do not believe the provisions around menstrual health—the menopause strategy and so on—include endometriosis, which can be crippling for people in the workplace.","PHYSICAL","Conservative Party","PHYSICAL","1.0000","Conservative Party"
"I may not have seen it in the Bill, but does the Minister have any plans to ensure that this becomes a protected area of sick leave?","RIGHTS","Conservative Party","RIGHTS","1.0000","Conservative Party"
"Endometriosis is devastating for many women, but at the moment, they are struggling to get this terrible disease recognised in the workplace.","ADEQ","Conservative Party","ADEQ","1.0000","Conservative Party"
" We think that that is the right balance and that it will leave people in a much better position.","BALANC","Labour Party","BALANC","1.0000","Labour Party"
"The amendment marks an important step towards ensuring non-compliant umbrella companies are no longer able to deny workers the rights they are owed.","DETER","Labour Party","DETER","1.0000","Labour Party"
"We absolutely think that a floor is needed given some of the issues with low pay in this country.","ADEQ","Conservative Party","ADEQ","0.9916","Conservative Party"
"Does he not understand that that creates a massive burden on many businesses?","ECONOMIC","Conservative Party","ECONOMIC","1.0000","Labour Party"
"Would it not be better to accept that the Government have gone a little overboard with the Bill and to start afresh with proper consultation with businesses at ground level?","COMPL","Conservative Party","COMPL","1.0000","Conservative Party"
" It was a Labour party commitment to launch an Employment Rights Bill within 100 days of taking office, and I am proud that we have delivered on that commitment and that we have this Bill here today.","POLIT","Labour Party","POLIT","1.0000","Labour Party"
" That will allow such workers to bring an unlawful deduction of wages claim or breach of contract claim for a breach of fair pay agreement terms.","ACCESS","Labour Party","ACCESS","1.0000","Labour Party"
"As such, it is right for Scotland and Wales to have the powers to set up negotiating bodies that can provide for their systems and workforces as they are now. These amendments and associated consequential amendments will allow the devolved Ministers to exercise certain powers in this chapter of the Bill with the consent of the Secretary of State, ensuring that the Secretary of State retains oversight of regulations relating to the reserved matters of employment and industrial relations.","ENFORCE","Labour Party","ENFORCE","1.0000","Labour Party"
